User_ID,Product_ID,Gender,Age Group,Age,Marital_Status,District,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1000687,P00000342,Male,26-35,30,0,Vellore,Northern,IT Sector,Electronics & Gadgets,4,10028,,
1000689,P00111742,Male,51-55,54,0,Trichy,Central,Govt,Clothing & Apparel,3,1859,,
1000689,P00127542,Male,51-55,53,0,Kanyakumari,Southern,Govt,Clothing & Apparel,2,1965,,
1000689,P00230442,Male,51-55,55,0,Vellore,Northern,Construction,Household items,2,3016,,
1000690,P00289342,Female,26-35,27,0,Madurai,Southern,Food Processing,Food,3,11441,,
1000690,P00102642,Female,26-35,31,0,Kanyakumari,Southern,Govt,Pet Care,1,1469,,
1000692,P00025442,Male,26-35,27,0,Madurai,Southern,Media,Food,2,8298,,
1000692,P00155742,Male,26-35,27,0,Salem,Western,Healthcare,Clothing & Apparel,1,7052,,
1000693,P00274442,Female,36-45,38,0,Trichy,Central,IT Sector,Footwear & Shoes,1,12790,,
1000695,P00046742,Male,18-25,21,0,Chennai,Northern,Healthcare,Clothing & Apparel,3,5146,,
1000695,P00341942,Male,18-25,24,1,Salem,Western,Aviation,Clothing & Apparel,3,3643,,
1000695,P00296942,Male,18-25,19,1,Coimbatore,Western,Chemical,Office,4,370,,
1000695,P00359942,Male,18-25,18,0,Tiruvallur,Northern,Automobile,Clothing & Apparel,3,6945,,
1000695,P00217742,Male,18-25,20,1,Sivagangai,Central,Retail,Food,3,11678,,
1000695,P00140042,Male,18-25,22,1,Erode,Central,Hospitality,Electronics & Gadgets,1,9816,,
1000697,P00021742,Male,51-55,52,1,Madurai,Southern,IT Sector,Electronics & Gadgets,2,9885,,
1000698,P00186642,Female,18-25,20,1,Kanchipuram,Northern,Banking,Food,1,11809,,
1000701,P00028842,Male,18-25,25,0,Coimbatore,Western,Media,Clothing & Apparel,1,7192,,
1000702,P00073842,Male,36-45,45,1,Kanchipuram,Northern,Banking,Hand & Power Tools,4,18413,,
1000702,P00273742,Female,36-45,43,1,Madurai,Southern,Aviation,Food,3,11530,,
1000702,P00062842,Female,36-45,45,1,Coimbatore,Western,IT Sector,Food,3,15695,,
1000702,P00357642,Female,36-45,36,1,Coimbatore,Western,Aviation,Household items,2,3879,,
1000704,P00364842,Male,36-45,37,0,Tiruvarur,Southern,Automobile,Food,2,15644,,
1000707,P00057642,Female,36-45,43,1,Kanchipuram,Northern,Banking,Clothing & Apparel,4,3705,,
1000707,P00223242,Female,36-45,40,1,Kanyakumari,Southern,IT Sector,Food,2,4061,,
1000707,P00015642,Female,36-45,44,1,Coimbatore,Western,Automobile,Food,4,15300,,
1000707,P00062842,Female,36-45,36,1,Coimbatore,Western,Banking,Footwear & Shoes,3,12818,,
1000709,P00179842,Female,18-25,22,0,Ariyalur,Central,Chemical,Clothing & Apparel,4,8870,,
1000710,P00002242,Female,26-35,28,1,Madurai,Southern,Banking,Furniture,4,12132,,
1000710,P00040042,Female,26-35,33,0,Trichy,Central,Chemical,Footwear & Shoes,1,12157,,
1000710,P00283942,Female,26-35,33,0,Kanyakumari,Southern,Aviation,Household items,3,2338,,
1000710,P00309342,Female,26-35,28,0,Theni,Western,Chemical,Food,1,4150,,
1000710,P00194642,Female,26-35,27,0,Coimbatore,Western,Banking,Sports Products,3,8411,,
1000710,P00086042,Female,26-35,31,0,Coimbatore,Western,Aviation,Beauty,3,7502,,
1000710,P00284642,Female,26-35,26,0,Sivagangai,Central,Media,Food,2,11460,,
1000711,P00270942,Female,26-35,27,0,Trichy,Central,Media,Footwear & Shoes,1,16832,,
1000711,P00087042,Female,26-35,33,0,Cuddalore,Eastern,Aviation,Electronics & Gadgets,3,6063,,
1000711,P00118742,Male,26-35,34,0,Kanyakumari,Southern,Hospitality,Footwear & Shoes,4,20206,,
1000711,P00087042,Female,26-35,33,0,Tiruvarur,Southern,Aviation,Electronics & Gadgets,2,6063,,
1000712,P00064042,Female,26-35,29,1,Coimbatore,Western,Food Processing,Household items,3,3128,,
1000712,P00250642,Female,26-35,30,0,Vellore,Northern,Textile,Electronics & Gadgets,3,7915,,
1000712,P00338542,Female,26-35,29,1,Sivagangai,Central,IT Sector,Food,3,19603,,
1000713,P00184942,Female,36-45,45,1,Trichy,Central,Banking,Footwear & Shoes,3,12904,,
1000713,P00110942,Female,36-45,45,0,Kanyakumari,Southern,Retail,Household items,2,1570,,
1000714,P00263542,Male,18-25,24,1,Kanyakumari,Southern,Agriculture,Food,2,15325,,
1000714,P00061142,Female,18-25,18,0,Coimbatore,Western,IT Sector,Food,3,11479,,
1000714,P00174442,Female,18-25,22,0,Sivagangai,Central,Chemical,Clothing & Apparel,1,5335,,
1000718,P00036842,Female,18-25,24,0,Kanyakumari,Southern,Retail,Games & Toys,3,12796,,
1000718,P00046742,Female,18-25,25,0,Sivagangai,Central,Media,Food,1,15330,,
1000720,P00193542,Female,18-25,24,1,Madurai,Southern,Aviation,Electronics & Gadgets,1,9961,,
1000720,P00117542,Female,18-25,23,1,Chennai,Northern,Hospitality,Clothing & Apparel,2,8884,,
1000720,P00057942,Female,18-25,21,0,Kanyakumari,Southern,IT Sector,Footwear & Shoes,2,4763,,
1000720,P00240042,Female,18-25,25,0,Coimbatore,Western,Food Processing,Food,2,11492,,
1000721,P0099042,Male,36-45,36,1,Kanchipuram,Northern,Agriculture,Clothing & Apparel,1,6971,,
1000721,P00207442,Male,36-45,44,1,Kanchipuram,Northern,Hospitality,Clothing & Apparel,4,1871,,
1000721,P00163042,Male,36-45,41,1,Kanyakumari,Southern,Healthcare,Clothing & Apparel,4,5362,,
1000721,P00227942,Male,36-45,44,0,Salem,Western,Aviation,Books,2,10478,,
1000721,P00207442,Male,36-45,44,1,Tiruvarur,Southern,Hospitality,Clothing & Apparel,1,1871,,
1000721,P00355642,Male,36-45,36,0,Sivagangai,Central,Aviation,Electronics & Gadgets,2,7865,,
1000722,P00306242,Female,26-35,34,0,Tirunelveli,Southern,IT Sector,Food,4,19237,,
1000722,P00210042,Female,26-35,32,0,Chennai,Northern,Media,Food,4,19230,,
1000722,P00178242,Female,26-35,29,0,Salem,Western,Retail,Tupperware,3,12327,,
1000724,P00148642,Male,51-55,52,1,Trichy,Central,Hospitality,Footwear & Shoes,1,12248,,
1000724,P00148642,Male,51-55,52,1,Tiruvallur,Northern,Hospitality,Footwear & Shoes,3,12248,,
1000724,P00070342,Female,51-55,55,0,Sivagangai,Central,IT Sector,Footwear & Shoes,4,16165,,
1000725,P00005742,Female,55+,57,0,Kanchipuram,Northern,Healthcare,Clothing & Apparel,1,5304,,
1000725,P00093242,Female,55+,67,1,Salem,Western,Govt,Food,3,19677,,
1000726,P00145042,Male,26-35,31,1,Kanchipuram,Northern,Media,Office,2,953,,
1000726,P00037142,Male,26-35,34,0,Sivagangai,Central,Lawyer,Food,4,15759,,
1000727,P00212942,Female,36-45,45,1,Trichy,Central,Chemical,Food,4,15906,,
1000727,P00041542,Female,36-45,44,0,Tirunelveli,Southern,IT Sector,Clothing & Apparel,1,8768,,
1000727,P00220642,Female,36-45,37,0,Sivagangai,Central,Agriculture,Clothing & Apparel,4,7149,,
1000728,P00113942,Female,26-35,28,0,Kanchipuram,Northern,Banking,Auto,1,23154,,
1000728,P00205642,Female,26-35,29,0,Kanchipuram,Northern,Healthcare,Sports Products,4,5680,,
1000728,P00326842,Female,26-35,34,0,Theni,Western,IT Sector,Beauty,3,6144,,
1000728,P00324842,Female,26-35,30,0,Coimbatore,Western,Lawyer,Footwear & Shoes,4,12247,,
1000729,P00057942,Female,36-45,43,0,Kanyakumari,Southern,Chemical,Footwear & Shoes,1,16382,,
1000730,P00237542,Female,26-35,35,0,Theni,Western,Banking,Sports Products,4,10669,,
1000731,P00021742,Female,46-50,50,1,Trichy,Central,Hospitality,Footwear & Shoes,2,16527,,
1000731,P00328442,Female,46-50,50,0,Cuddalore,Eastern,Govt,Clothing & Apparel,1,7094,,
1000731,P00120142,Female,46-50,47,1,Theni,Western,Aviation,Footwear & Shoes,1,12768,,
1000731,P00317942,Female,46-50,50,0,Coimbatore,Western,Healthcare,Games & Toys,1,13053,,
1000731,P00206442,Female,46-50,50,0,Sivagangai,Central,Retail,Clothing & Apparel,1,7187,,
1000731,P00074642,Female,46-50,46,0,Sivagangai,Central,Hospitality,Clothing & Apparel,3,5222,,
1000732,P00110942,Female,26-35,35,1,Kanchipuram,Northern,Govt,Auto,3,23934,,
1000732,P00162042,Female,26-35,29,0,Trichy,Central,Healthcare,Food,2,19445,,
1000732,P00326642,Female,26-35,26,0,Sivagangai,Central,Food Processing,Games & Toys,4,9756,,
1000733,P00188542,Female,36-45,41,0,Trichy,Central,Chemical,Footwear & Shoes,3,16878,,
1000733,P00051842,Female,36-45,37,0,Coimbatore,Western,Media,Electronics & Gadgets,3,7886,,
1000733,P00086742,Female,36-45,41,1,Sivagangai,Central,IT Sector,Food,3,15472,,
1000735,P00113342,Female,26-35,34,0,Kanchipuram,Northern,Banking,Electronics & Gadgets,2,7997,,
1000735,P00246142,Female,26-35,26,0,Kanyakumari,Southern,Banking,Household items,1,3094,,
1000735,P00221642,Female,26-35,27,1,Theni,Western,Healthcare,Electronics & Gadgets,2,7853,,
1000735,P00317842,Female,26-35,35,0,Coimbatore,Western,Govt,Clothing & Apparel,2,1744,,
1000735,P00238542,Male,26-35,31,0,Tiruvarur,Southern,Healthcare,Electronics & Gadgets,4,7875,,
1000735,P00238542,Male,26-35,31,0,Erode,Central,Healthcare,Electronics & Gadgets,2,7875,,
1000736,P0009842,Female,18-25,24,1,Ariyalur,Central,Healthcare,Clothing & Apparel,4,5149,,
1000736,P00037142,Female,18-25,23,1,Cuddalore,Eastern,Chemical,Electronics & Gadgets,3,8122,,
1000737,P00087042,Male,0-17,13,1,Trichy,Central,Chemical,Food,1,19695,,
1000737,P00282042,Female,0-17,14,0,Kanyakumari,Southern,Healthcare,Clothing & Apparel,3,6892,,
1000737,P00153742,Female,0-17,14,0,Theni,Western,Construction,Beauty,4,5891,,
1000738,P00307342,Male,18-25,20,1,Sivagangai,Central,Banking,Food,4,19603,,
1000740,P00155642,Female,26-35,28,0,Tirunelveli,Southern,Banking,Food,3,11800,,
1000740,P00119142,Female,26-35,30,1,Sivagangai,Central,IT Sector,Clothing & Apparel,2,5421,,
1000741,P00179442,Female,26-35,32,0,Theni,Western,Banking,Food,2,15294,,
1000743,P00324942,Male,0-17,13,1,Kanyakumari,Southern,Chemical,Clothing & Apparel,2,3593,,
1000743,P00100942,Male,0-17,14,1,Coimbatore,Western,IT Sector,Electronics & Gadgets,1,6047,,
1000743,P00150542,Female,0-17,15,0,Sivagangai,Central,Automobile,Clothing & Apparel,4,6890,,
1000744,P00169742,Female,26-35,27,1,Tirunelveli,Southern,Aviation,Food,1,8110,,
1000744,P00316642,Male,26-35,27,0,Kanyakumari,Southern,Banking,Footwear & Shoes,3,12275,,
1000744,P00221742,Male,26-35,34,0,Coimbatore,Western,Healthcare,Beauty,1,4693,,
1000745,P00113242,Female,0-17,13,0,Chennai,Northern,Aviation,Clothing & Apparel,1,1735,,
1000746,P00147942,Male,18-25,19,1,Kanchipuram,Northern,Aviation,Food,3,8116,,
1000746,P00078142,Male,18-25,20,1,Tirunelveli,Southern,Banking,Clothing & Apparel,3,8857,,
1000746,P00155442,Male,18-25,19,1,Ariyalur,Central,IT Sector,Clothing & Apparel,4,7155,,
1000746,P00345642,Male,18-25,24,1,Cuddalore,Eastern,IT Sector,Food,1,11552,,
1000746,P00307642,Male,18-25,19,1,Kanyakumari,Southern,Banking,Electronics & Gadgets,1,2277,,
1000746,P00313342,Male,18-25,25,1,Salem,Western,Automobile,Food,3,15614,,
1000746,P00184642,Male,18-25,24,1,Coimbatore,Western,IT Sector,Household items,4,3019,,
1000746,P00028542,Male,18-25,24,1,Tiruvallur,Northern,Aviation,Food,1,15208,,
1000746,P00064142,Male,18-25,21,1,Vellore,Northern,Banking,Clothing & Apparel,1,7106,,
1000746,P00069242,Male,18-25,20,1,Sivagangai,Central,Chemical,Food,3,11863,,
1000746,P00162842,Male,18-25,21,1,Sivagangai,Central,IT Sector,Electronics & Gadgets,2,8130,,
1000746,P00112442,Male,18-25,20,1,Erode,Central,Textile,Electronics & Gadgets,3,10049,,
1000747,P00112142,Female,18-25,21,1,Salem,Western,Lawyer,Clothing & Apparel,1,5295,,
1000748,P00112642,Female,26-35,35,0,Coimbatore,Western,Chemical,Clothing & Apparel,4,5172,,
1000749,P00111242,Female,36-45,41,0,Trichy,Central,Healthcare,Footwear & Shoes,1,16209,,
1000749,P00149342,Female,36-45,42,1,Trichy,Central,Lawyer,Footwear & Shoes,1,16156,,
1000749,P00190542,Female,36-45,36,1,Tirunelveli,Southern,Govt,Clothing & Apparel,4,7032,,
1000749,P00199442,Female,36-45,40,0,Kanyakumari,Southern,Healthcare,Books,2,5480,,
1000749,P00123542,Female,36-45,37,1,Coimbatore,Western,Healthcare,Food,2,19399,,
1000749,P00369242,Female,36-45,36,1,Coimbatore,Western,Healthcare,Clothing & Apparel,1,3650,,
1000749,P00114342,Female,36-45,37,1,Sivagangai,Central,Lawyer,Footwear & Shoes,2,20963,,
1000749,P00326742,Female,36-45,42,0,Sivagangai,Central,Healthcare,Footwear & Shoes,3,4608,,
1000750,P00109842,Male,36-45,43,1,Trichy,Central,Banking,Games & Toys,1,6702,,
1000752,P00254242,Male,26-35,30,1,Kanchipuram,Northern,Healthcare,Food,2,15460,,
1000752,P00249642,Male,26-35,33,0,Kanchipuram,Northern,IT Sector,Footwear & Shoes,3,12268,,
1000752,P00192642,Male,26-35,30,1,Kanchipuram,Northern,IT Sector,Food,1,11380,,
1000752,P00022942,Male,26-35,27,1,Kanchipuram,Northern,IT Sector,Games & Toys,1,10006,,
1000752,P00149142,Male,26-35,31,0,Tirunelveli,Southern,Banking,Clothing & Apparel,3,8621,,
1000752,P00329542,Male,26-35,34,1,Kanyakumari,Southern,Aviation,Food,3,7957,,
1000752,P00086042,Male,26-35,26,0,Kanyakumari,Southern,Construction,Electronics & Gadgets,3,6122,,
1000752,P00041842,Male,26-35,27,0,Kanyakumari,Southern,Healthcare,Food,1,4259,,
1000752,P00141542,Male,26-35,33,1,Coimbatore,Western,Hospitality,Clothing & Apparel,1,3488,,
1000752,P00207442,Male,26-35,29,0,Sivagangai,Central,Hospitality,Food,4,15302,,
1000753,P00078142,Male,0-17,17,0,Tirunelveli,Southern,Agriculture,Clothing & Apparel,4,6926,,
1000753,P00197242,Female,0-17,16,0,Coimbatore,Western,Aviation,Sports Products,2,7971,,
1000753,P00255842,Female,0-17,12,0,Vellore,Northern,Govt,Electronics & Gadgets,1,7801,,
1000754,P00367042,Female,36-45,41,0,Kanchipuram,Northern,Aviation,Electronics & Gadgets,1,9858,,
1000754,P00156742,Female,36-45,39,1,Trichy,Central,Healthcare,Footwear & Shoes,4,12809,,
1000754,P00265042,Female,36-45,45,1,Tiruvallur,Northern,Aviation,Electronics & Gadgets,2,7775,,
1000754,P00042142,Female,36-45,36,1,Tiruvarur,Southern,Retail,Clothing & Apparel,2,6936,,
1000754,P00357842,Female,36-45,41,0,Sivagangai,Central,Healthcare,Clothing & Apparel,4,7089,,
1000757,P00142142,Female,26-35,30,0,Trichy,Central,Healthcare,Food,2,19096,,
1000757,P00319042,Female,26-35,26,0,Theni,Western,Aviation,Electronics & Gadgets,3,8026,,
1000757,P00034742,Female,26-35,35,0,Sivagangai,Central,Govt,Games & Toys,4,13067,,
1000757,P00263142,Male,26-35,33,1,Sivagangai,Central,Aviation,Clothing & Apparel,1,3728,,
1000758,P00287242,Female,36-45,39,0,Trichy,Central,Aviation,Footwear & Shoes,3,16351,,
1000758,P00034742,Female,36-45,38,0,Tirunelveli,Southern,Aviation,Pet Care,2,1383,,
1000759,P00237442,Male,55+,91,1,Chennai,Northern,Banking,Clothing & Apparel,1,3602,,
1000760,P00068442,Female,55+,76,0,Trichy,Central,Hospitality,Pet Care,4,3455,,
1000761,P00293242,Female,18-25,23,1,Theni,Western,Banking,Food,4,19214,,
1000762,P00127442,Female,0-17,17,1,Sivagangai,Central,Lawyer,Food,3,15605,,
1000765,P00207942,Female,26-35,27,0,Kanyakumari,Southern,Retail,Household items,3,3072,,
1000765,P00044242,Female,26-35,27,0,Coimbatore,Western,Govt,Food,2,11609,,
1000765,P00241642,Female,26-35,30,0,Sivagangai,Central,Chemical,Food,1,19327,,
1000765,P00329242,Female,26-35,27,0,Sivagangai,Central,Banking,Furniture,2,16290,,
1000767,P00117842,Female,26-35,26,0,Kanchipuram,Northern,Agriculture,Electronics & Gadgets,2,6096,,
1000767,P00249542,Female,26-35,35,1,Trichy,Central,IT Sector,Footwear & Shoes,1,16672,,
1000767,P00183242,Female,26-35,34,1,Coimbatore,Western,IT Sector,Food,3,11989,,
1000770,P00144642,Female,18-25,25,0,Cuddalore,Eastern,Lawyer,Clothing & Apparel,3,5349,,
1000770,P00173342,Female,18-25,22,0,Theni,Western,Hospitality,Electronics & Gadgets,1,8002,,
1000770,P00048142,Female,18-25,25,0,Coimbatore,Western,Banking,Clothing & Apparel,4,7038,,
1000770,P00173342,Female,18-25,22,0,Vellore,Northern,Hospitality,Electronics & Gadgets,3,8002,,
1000770,P0095542,Female,18-25,19,1,Sivagangai,Central,Food Processing,Games & Toys,1,13042,,
1000774,P00361842,Female,18-25,18,1,Coimbatore,Western,Banking,Electronics & Gadgets,2,7889,,
1000774,P00265242,Female,18-25,20,1,Tiruvallur,Northern,Aviation,Electronics & Gadgets,2,5939,,
1000774,P00370242,Female,18-25,23,0,Sivagangai,Central,Banking,Food,2,19589,,
1000777,P00114942,Male,18-25,22,0,Trichy,Central,Textile,Beauty,4,3053,,
1000777,P00259342,Male,18-25,22,0,Tirunelveli,Southern,Construction,Furniture,2,20232,,
1000777,P00249642,Male,18-25,22,0,Ariyalur,Central,Healthcare,Clothing & Apparel,4,6984,,
1000777,P00015242,Male,18-25,22,0,Kanyakumari,Southern,IT Sector,Household items,2,3009,,
1000777,P00251642,Male,18-25,22,1,Theni,Western,Banking,Electronics & Gadgets,2,9963,,
1000777,P00218942,Male,18-25,22,0,Sivagangai,Central,IT Sector,Food,1,15468,,
1000777,P00293242,Male,18-25,22,0,Sivagangai,Central,IT Sector,Household items,3,3787,,
1000778,P00114942,Female,18-25,19,0,Sivagangai,Central,Healthcare,Sports Products,3,10764,,
1000780,P00090342,Female,26-35,30,0,Madurai,Southern,Aviation,Clothing & Apparel,2,8566,,
1000780,P00046142,Female,26-35,27,1,Chennai,Northern,Lawyer,Clothing & Apparel,4,5419,,
1000780,P00044442,Female,26-35,30,1,Theni,Western,Lawyer,Footwear & Shoes,3,8173,,
1000780,P00139942,Female,26-35,30,0,Coimbatore,Western,Aviation,Furniture,4,12110,,
1000780,P00321742,Female,26-35,30,1,Sivagangai,Central,Aviation,Food,1,19437,,
1000780,P00192042,Female,26-35,28,1,Sivagangai,Central,Aviation,Clothing & Apparel,2,5420,,
1000780,P00208742,Female,26-35,29,0,Sivagangai,Central,Healthcare,Food,2,4278,,
1000783,P00044442,Female,26-35,31,0,Coimbatore,Western,Healthcare,Furniture,3,19904,,
1000783,P00118342,Female,26-35,27,1,Sivagangai,Central,IT Sector,Food,4,19629,,
1000785,P00066542,Female,18-25,25,1,Trichy,Central,Govt,Beauty,2,3023,,
1000786,P00363242,Female,26-35,31,0,Coimbatore,Western,Aviation,Footwear & Shoes,2,12834,,
1000787,P00328042,Female,18-25,23,1,Madurai,Southern,IT Sector,Food,1,19574,,
1000787,P00059442,Female,18-25,19,0,Coimbatore,Western,Govt,Sports Products,4,10565,,
1000787,P00350442,Female,18-25,25,0,Erode,Central,IT Sector,Pet Care,2,2747,,
1000788,P00331942,Female,26-35,27,0,Kanchipuram,Northern,IT Sector,Sports Products,3,10554,,
1000788,P00212042,Female,26-35,35,1,Kanchipuram,Northern,Banking,Clothing & Apparel,4,5366,,
1000791,P00127842,Male,36-45,44,1,Kanyakumari,Southern,IT Sector,Footwear & Shoes,2,20739,,
1000791,P00266942,Female,36-45,42,0,Kanyakumari,Southern,Banking,Clothing & Apparel,2,1912,,
1000791,P00033042,Male,36-45,38,1,Salem,Western,Govt,Footwear & Shoes,4,12678,,
1000791,P00344542,Female,36-45,43,1,Theni,Western,Healthcare,Clothing & Apparel,2,7077,,
1000791,P00015642,Female,36-45,43,0,Theni,Western,Aviation,Beauty,2,5945,,
1000792,P00108642,Female,26-35,31,0,Chennai,Northern,Lawyer,Clothing & Apparel,2,5326,,
1000792,P00307542,Female,26-35,28,1,Kanyakumari,Southern,Chemical,Footwear & Shoes,3,12903,,
1000792,P00345942,Female,26-35,33,0,Kanyakumari,Southern,Aviation,Footwear & Shoes,4,12235,,
1000792,P00196042,Female,26-35,30,1,Sivagangai,Central,IT Sector,Electronics & Gadgets,2,7818,,
1000793,P00331842,Male,36-45,43,0,Madurai,Southern,Lawyer,Food,1,19575,,
1000793,P00288042,Male,36-45,42,1,Madurai,Southern,Banking,Electronics & Gadgets,2,7953,,
1000793,P00068042,Male,36-45,41,0,Kanyakumari,Southern,Healthcare,Furniture,1,20546,,
1000793,P00197342,Male,36-45,36,1,Vellore,Northern,Automobile,Household items,2,2324,,
1000796,P00145342,Female,51-55,54,0,Kanchipuram,Northern,Food Processing,Clothing & Apparel,3,7038,,
1000796,P00228442,Female,51-55,51,0,Ariyalur,Central,Media,Electronics & Gadgets,4,10068,,
1000796,P00121642,Female,51-55,55,1,Cuddalore,Eastern,Lawyer,Clothing & Apparel,2,6988,,
1000796,P00295942,Female,51-55,55,1,Salem,Western,Automobile,Tupperware,1,16860,,
1000796,P00317442,Female,51-55,51,0,Coimbatore,Western,IT Sector,Food,4,19198,,
1000797,P00004642,Male,51-55,53,1,Coimbatore,Western,IT Sector,Clothing & Apparel,2,7017,,
1000798,P00284042,Male,26-35,35,0,Trichy,Central,Banking,Clothing & Apparel,1,8873,,
1000798,P00034842,Male,26-35,29,0,Chennai,Northern,Chemical,Clothing & Apparel,1,6948,,
1000798,P00187442,Male,26-35,31,0,Theni,Western,Govt,Food,4,19560,,
1000801,P00174442,Male,26-35,33,1,Salem,Western,Chemical,Electronics & Gadgets,2,2308,,
1000802,P00149342,Female,26-35,26,0,Kanchipuram,Northern,Healthcare,Food,1,19116,,
1000802,P00245642,Female,26-35,33,0,Trichy,Central,Healthcare,Office,1,407,,
1000802,P00189842,Female,26-35,30,0,Tirunelveli,Southern,Media,Clothing & Apparel,4,5388,,
1000802,P00010842,Female,26-35,28,0,Ariyalur,Central,Textile,Sports Products,2,13527,,
1000802,P00197442,Female,26-35,29,0,Kanyakumari,Southern,Textile,Food,3,11532,,
1000802,P00136742,Female,26-35,27,1,Theni,Western,Aviation,Beauty,2,3008,,
1000802,P00238442,Female,26-35,30,0,Sivagangai,Central,Healthcare,Food,3,11567,,
1000807,P00051142,Female,18-25,21,0,Sivagangai,Central,Chemical,Clothing & Apparel,3,6856,,
1000808,P00111142,Female,26-35,29,0,Kanchipuram,Northern,IT Sector,Electronics & Gadgets,1,9760,,
1000808,P00181342,Female,26-35,32,1,Sivagangai,Central,IT Sector,Food,2,19457,,
1000810,P00058042,Female,26-35,34,0,Coimbatore,Western,Media,Food,4,12024,,
1000813,P00289942,Female,18-25,24,0,Kanchipuram,Northern,Govt,Auto,2,23664,,
1000813,P00131342,Female,18-25,25,1,Sivagangai,Central,Banking,Food,1,15912,,
1000814,P00144042,Male,18-25,19,0,Kanchipuram,Northern,Construction,Pet Care,4,739,,
1000816,P00254242,Female,46-50,49,1,Kanyakumari,Southern,Healthcare,Footwear & Shoes,1,16906,,
1000816,P00147942,Female,46-50,48,0,Kanyakumari,Southern,Aviation,Clothing & Apparel,1,6894,,
1000816,P00245642,Female,46-50,49,1,Sivagangai,Central,Healthcare,Clothing & Apparel,2,7114,,
1000817,P00235342,Female,18-25,18,1,Kanyakumari,Southern,Construction,Clothing & Apparel,4,5342,,
1000818,P00015642,Female,18-25,21,0,Sivagangai,Central,Healthcare,Clothing & Apparel,2,8644,,
1000820,P00368642,Female,36-45,43,1,Madurai,Southern,IT Sector,Food,2,19637,,
1000822,P00047942,Male,26-35,27,0,Kanchipuram,Northern,Hospitality,Electronics & Gadgets,4,7995,,
1000822,P00058142,Male,26-35,34,1,Ariyalur,Central,Automobile,Games & Toys,2,16244,,
1000822,P00221442,Male,26-35,31,0,Kanyakumari,Southern,Healthcare,Electronics & Gadgets,3,9938,,
1000822,P00363742,Male,26-35,35,0,Sivagangai,Central,Aviation,Electronics & Gadgets,3,9915,,
1000823,P00015742,Female,26-35,28,1,Madurai,Southern,Banking,Clothing & Apparel,1,1744,,
1000823,P00136542,Female,26-35,33,0,Theni,Western,Retail,Food,4,15729,,
1000824,P00233042,Female,36-45,39,0,Kanyakumari,Southern,Healthcare,Food,4,15848,,
1000824,P00177442,Female,36-45,38,0,Coimbatore,Western,Aviation,Beauty,4,4430,,
1000827,P00124742,Female,46-50,47,0,Salem,Western,Healthcare,Electronics & Gadgets,3,6007,,
1000829,P00101542,Female,0-17,12,0,Vellore,Northern,Healthcare,Electronics & Gadgets,2,9993,,
1000829,P00145842,Male,0-17,15,1,Sivagangai,Central,IT Sector,Games & Toys,2,12713,,
1000832,P00174442,Female,18-25,22,0,Kanchipuram,Northern,Banking,Food,2,11667,,
1000838,P00139542,Female,51-55,54,1,Kanchipuram,Northern,Banking,Clothing & Apparel,4,7125,,
1000838,P00363542,Male,51-55,53,1,Tirunelveli,Southern,Hospitality,Footwear & Shoes,4,20796,,
1000838,P00242742,Female,51-55,51,1,Theni,Western,Hospitality,Beauty,1,4685,,
1000838,P00363542,Male,51-55,53,1,Vellore,Northern,Hospitality,Footwear & Shoes,2,20796,,
1000839,P0096842,Female,26-35,27,0,Chennai,Northern,Healthcare,Pet Care,3,3550,,
1000839,P00111842,Male,26-35,34,0,Ariyalur,Central,IT Sector,Clothing & Apparel,1,8776,,
1000839,P00143342,Female,26-35,29,0,Ariyalur,Central,Hospitality,Clothing & Apparel,1,5150,,
1000839,P00198742,Female,26-35,32,0,Kanyakumari,Southern,Healthcare,Footwear & Shoes,3,12175,,
1000839,P00250842,Female,26-35,34,0,Sivagangai,Central,Healthcare,Clothing & Apparel,2,1881,,
1000839,P00120542,Female,26-35,27,1,Sivagangai,Central,Banking,Clothing & Apparel,3,1834,,
1000840,P00125142,Male,26-35,30,0,Tirunelveli,Southern,Hospitality,Food,1,8188,,
1000840,P00271142,Male,26-35,26,1,Kanyakumari,Southern,Aviation,Household items,2,3049,,
1000842,P00295842,Male,18-25,23,0,Trichy,Central,Healthcare,Clothing & Apparel,3,7026,,
1000843,P00153742,Female,26-35,30,1,Madurai,Southern,Aviation,Food,2,11578,,
1000843,P00161442,Female,26-35,30,1,Coimbatore,Western,Healthcare,Household items,1,3900,,
1000844,P00201342,Female,26-35,32,1,Sivagangai,Central,Retail,Veterinary,4,1768,,
1000845,P00173342,Male,18-25,22,0,Trichy,Central,Lawyer,Electronics & Gadgets,4,3975,,
1000845,P00214142,Male,18-25,23,1,Sivagangai,Central,Aviation,Clothing & Apparel,2,8573,,
1000846,P00334242,Female,26-35,30,0,Kanchipuram,Northern,Healthcare,Beauty,2,7598,,
1000846,P00266642,Female,26-35,29,1,Tiruvallur,Northern,Hospitality,Clothing & Apparel,4,1998,,
1000850,P00324342,Male,36-45,40,1,Kanyakumari,Southern,IT Sector,Footwear & Shoes,3,20783,,
1000850,P00088242,Female,36-45,41,1,Kanyakumari,Southern,IT Sector,Food,2,19567,,
1000850,P00296642,Female,36-45,44,0,Kanyakumari,Southern,Aviation,Games & Toys,3,16081,,
1000850,P00262242,Female,36-45,43,0,Salem,Western,Food Processing,Electronics & Gadgets,4,9941,,
